Year,CDS_CODE,DISTRICT,District_Code,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Function_Code,Function,Amount
1415,33103300000000,Riverside County Office of Education,10330,7,238,2945,344,64,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,62984.95
1415,33103300000000,Riverside County Office of Education,10330,7,238,2945,344,64,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,1163177.86
1415,33103300000000,Riverside County Office of Education,10330,7,238,2945,344,64,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3835616.159999999
1415,33103300000000,Riverside County Office of Education,10330,7,238,2945,344,64,9200,Accounts Receivable                                                                                                                                                                                                                                       ,8537801.51
1415,33103300000000,Riverside County Office of Education,10330,9,32,427,40,10,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,20677610.499999974
1415,33103300000000,Riverside County Office of Education,10330,9,32,427,40,10,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,5507.5
1415,33103300000000,Riverside County Office of Education,10330,9,32,427,40,10,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,62984.95
1415,33103300000000,Riverside County Office of Education,10330,9,32,427,40,10,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,1163177.86
1415,33103300000000,Riverside County Office of Education,10330,9,32,427,40,10,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3835616.159999999
1415,33103300000000,Riverside County Office of Education,10330,9,32,427,40,10,9200,Accounts Receivable                                                                                                                                                                                                                                       ,8537801.51
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,0,0,53,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,1,1,29,6,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,2,13,185,24,16,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,3,3,53,6,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,4,4,58,6,6,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,5,1296,16506,2448,612,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,6,32,387,52,12,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,7,167,1941,324,94,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9682800.159999996
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11545.86
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,754948.0900000002
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,5400,Insurance                                                                                                                                                                                                                                                 ,23242.7
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,177028.59000000003
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10862640.69
1415,33670900000000,Jurupa Unified,67090,9,3,118,10,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,936192.53
1415,33752000000000,Murrieta Valley Unified,75200,0,1,2,1,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,0,1,2,1,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,0,1,2,1,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,0,1,2,1,0,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,0,1,2,1,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,0,1,2,1,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,1,12,87,18,12,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,1,12,87,18,12,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,1,12,87,18,12,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,1,12,87,18,12,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,1,12,87,18,12,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,1,12,87,18,12,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,2,126,1071,240,190,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,2,126,1071,240,190,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,2,126,1071,240,190,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,2,126,1071,240,190,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,2,126,1071,240,190,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,2,126,1071,240,190,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,3,11,167,20,12,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,3,11,167,20,12,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,3,11,167,20,12,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,3,11,167,20,12,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,3,11,167,20,12,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,3,11,167,20,12,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,4,84,766,156,110,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,4,84,766,156,110,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,4,84,766,156,110,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,4,84,766,156,110,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,4,84,766,156,110,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,4,84,766,156,110,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,5,622,7808,1146,536,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,5,622,7808,1146,536,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,5,622,7808,1146,536,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,5,622,7808,1146,536,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,5,622,7808,1146,536,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,5,622,7808,1146,536,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,6,128,1213,234,126,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,6,128,1213,234,126,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,6,128,1213,234,126,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,6,128,1213,234,126,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,6,128,1213,234,126,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,6,128,1213,234,126,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,7,896,10332,1644,948,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,7,896,10332,1644,948,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,7,896,10332,1644,948,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,7,896,10332,1644,948,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,7,896,10332,1644,948,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,7,896,10332,1644,948,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,33752000000000,Murrieta Valley Unified,75200,9,94,1252,170,80,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5982800.049999998
1415,33752000000000,Murrieta Valley Unified,75200,9,94,1252,170,80,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,513598.9900000001
1415,33752000000000,Murrieta Valley Unified,75200,9,94,1252,170,80,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1693937.93
1415,33752000000000,Murrieta Valley Unified,75200,9,94,1252,170,80,5400,Insurance                                                                                                                                                                                                                                                 ,165067.33000000002
1415,33752000000000,Murrieta Valley Unified,75200,9,94,1252,170,80,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,790.3100000000003
1415,33752000000000,Murrieta Valley Unified,75200,9,94,1252,170,80,9200,Accounts Receivable                                                                                                                                                                                                                                       ,247746.98
1415,34673300000000,Folsom-Cordova Unified,67330,0,2,33,2,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4831233.439999997
1415,34673300000000,Folsom-Cordova Unified,67330,0,2,33,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210136.88
1415,34673300000000,Folsom-Cordova Unified,67330,1,13,140,20,6,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4831233.439999997
1415,34673300000000,Folsom-Cordova Unified,67330,1,13,140,20,6,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210136.88
1415,34673300000000,Folsom-Cordova Unified,67330,2,148,2435,288,200,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4831233.439999997
1415,34673300000000,Folsom-Cordova Unified,67330,2,148,2435,288,200,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210136.88
1415,34673300000000,Folsom-Cordova Unified,67330,3,13,152,30,12,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4831233.439999997
1415,34673300000000,Folsom-Cordova Unified,67330,3,13,152,30,12,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210136.88
1415,34673300000000,Folsom-Cordova Unified,67330,4,34,460,66,40,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4831233.439999997
