Year,CDS_CODE,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
1516,36677100000000,0,2,2,1,0,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,0,2,2,1,0,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,1,9,39,6,1,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,1,9,39,6,1,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,1,9,39,6,1,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,1,9,39,6,1,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,2,45,416,43,20,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,2,45,416,43,20,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,2,45,416,43,20,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,2,45,416,43,20,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,3,11,96,11,5,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,3,11,96,11,5,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,3,11,96,11,5,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,3,11,96,11,5,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,4,48,408,49,30,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,4,48,408,49,30,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,4,48,408,49,30,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,4,48,408,49,30,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,5,2789,33537,2501,944,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,5,2789,33537,2501,944,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,5,2789,33537,2501,944,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,5,2789,33537,2501,944,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,6,220,2221,181,62,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,6,220,2221,181,62,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,6,220,2221,181,62,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,6,220,2221,181,62,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,7,147,1685,120,47,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,7,147,1685,120,47,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,7,147,1685,120,47,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,7,147,1685,120,47,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36677100000000,9,24,338,21,7,67710,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10154309.049999997
1516,36677100000000,9,24,338,21,7,67710,5900,Communications                                                                                                                                                                                                                                            ,927252.72
1516,36677100000000,9,24,338,21,7,67710,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,557648.79
1516,36677100000000,9,24,338,21,7,67710,9200,Accounts Receivable                                                                                                                                                                                                                                       ,676616.7
1516,36678500000000,1,2,78,1,0,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,1,2,78,1,0,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,1,2,78,1,0,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,2,12,223,12,6,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,2,12,223,12,6,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,2,12,223,12,6,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,3,12,120,7,4,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,3,12,120,7,4,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,3,12,120,7,4,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,4,15,132,13,8,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,4,15,132,13,8,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,4,15,132,13,8,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,5,1685,21489,1434,506,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,5,1685,21489,1434,506,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,5,1685,21489,1434,506,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,6,260,2747,224,64,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,6,260,2747,224,64,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,6,260,2747,224,64,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,7,106,957,93,30,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,7,106,957,93,30,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,7,106,957,93,30,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36678500000000,9,11,242,8,2,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11329.0
1516,36678500000000,9,11,242,8,2,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,385774.8599999999
1516,36678500000000,9,11,242,8,2,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89811.44
1516,36738900000000,1,2,21,2,1,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,1,2,21,2,1,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,1,2,21,2,1,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,2,1,41,1,1,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,2,1,41,1,1,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,2,1,41,1,1,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,3,1,51,1,1,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,3,1,51,1,1,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,3,1,51,1,1,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,4,1,39,1,0,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,4,1,39,1,0,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,4,1,39,1,0,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,5,30,720,27,6,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,5,30,720,27,6,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,5,30,720,27,6,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,6,11,241,11,4,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,6,11,241,11,4,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,6,11,241,11,4,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,7,39,821,39,4,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,7,39,821,39,4,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,7,39,821,39,4,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,36738900000000,9,1,158,1,0,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1170348.24
1516,36738900000000,9,1,158,1,0,73890,5900,Communications                                                                                                                                                                                                                                            ,2867.41
1516,36738900000000,9,1,158,1,0,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,338859.51
1516,37681300000000,0,3,23,3,0,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,0,3,23,3,0,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,1,38,146,23,4,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,1,38,146,23,4,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,2,112,446,92,62,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,2,112,446,92,62,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,3,43,119,36,14,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,3,43,119,36,14,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,4,81,339,70,40,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,4,81,339,70,40,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,5,2073,8172,1514,585,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,5,2073,8172,1514,585,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,6,413,1580,323,134,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,6,413,1580,323,134,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,7,2541,9498,2005,823,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,7,2541,9498,2005,823,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,37681300000000,9,358,1537,286,120,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9835415.660000017
1516,37681300000000,9,358,1537,286,120,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210055.0
1516,39686500000000,2,10,155,10,5,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,2,10,155,10,5,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,2,10,155,10,5,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,2,10,155,10,5,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,2,10,155,10,5,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,2,10,155,10,5,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39686500000000,3,1,14,1,0,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,3,1,14,1,0,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,3,1,14,1,0,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,3,1,14,1,0,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,3,1,14,1,0,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,3,1,14,1,0,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39686500000000,4,5,62,4,2,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,4,5,62,4,2,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,4,5,62,4,2,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,4,5,62,4,2,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,4,5,62,4,2,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,4,5,62,4,2,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39686500000000,5,105,1336,89,25,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,5,105,1336,89,25,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,5,105,1336,89,25,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,5,105,1336,89,25,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,5,105,1336,89,25,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,5,105,1336,89,25,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39686500000000,6,11,102,9,0,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,6,11,102,9,0,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,6,11,102,9,0,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,6,11,102,9,0,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,6,11,102,9,0,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,6,11,102,9,0,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39686500000000,7,166,2049,162,66,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,7,166,2049,162,66,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,7,166,2049,162,66,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,7,166,2049,162,66,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,7,166,2049,162,66,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,7,166,2049,162,66,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39686500000000,9,25,227,17,5,68650,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,174871.32
1516,39686500000000,9,25,227,17,5,68650,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24806.05000000001
1516,39686500000000,9,25,227,17,5,68650,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85417.62
1516,39686500000000,9,25,227,17,5,68650,5100,Subagreements for Services                                                                                                                                                                                                                                ,181573.42
1516,39686500000000,9,25,227,17,5,68650,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,18292.02
1516,39686500000000,9,25,227,17,5,68650,9200,Accounts Receivable                                                                                                                                                                                                                                       ,521277.1
1516,39767600000000,2,6,1056,4,1,76760,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1450065.09
1516,39767600000000,2,6,1056,4,1,76760,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,533968.47
1516,39767600000000,2,6,1056,4,1,76760,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,344556.1
1516,39767600000000,2,6,1056,4,1,76760,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2186748.08
1516,39767600000000,2,6,1056,4,1,76760,9200,Accounts Receivable                                                                                                                                                                                                                                       ,404631.07
