CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
7616300000000,Acalanes Union High,9,109,391,212,164
7616480000000,Antioch Unified,0,0,1,1,0
7616480000000,Antioch Unified,1,16,64,24,8
7616480000000,Antioch Unified,2,68,509,122,66
7616480000000,Antioch Unified,3,20,88,32,2
7616480000000,Antioch Unified,4,91,496,170,80
7616480000000,Antioch Unified,5,547,3366,900,204
7616480000000,Antioch Unified,6,458,2579,682,134
7616480000000,Antioch Unified,7,311,1638,516,190
7616480000000,Antioch Unified,9,69,457,112,54
7616630000000,Byron Union Elementary,2,3,24,2,2
7616630000000,Byron Union Elementary,3,2,2,2,0
7616630000000,Byron Union Elementary,5,33,161,36,0
7616630000000,Byron Union Elementary,7,22,335,28,8
7616630000000,Byron Union Elementary,9,0,18,2,0
7616970000000,John Swett Unified,2,19,72,32,12
7616970000000,John Swett Unified,3,1,5,2,0
7616970000000,John Swett Unified,4,15,65,24,8
7616970000000,John Swett Unified,5,49,189,90,10
7616970000000,John Swett Unified,6,27,112,52,6
7616970000000,John Swett Unified,7,28,117,42,8
7616970000000,John Swett Unified,9,12,49,22,0
7617210000000,Liberty Union High,0,3,14,2,0
7617210000000,Liberty Union High,1,15,38,20,6
7617210000000,Liberty Union High,2,58,283,108,80
7617210000000,Liberty Union High,3,14,54,24,14
7617210000000,Liberty Union High,4,110,434,212,134
7617210000000,Liberty Union High,5,731,2759,1214,474
7617210000000,Liberty Union High,6,192,743,300,114
7617210000000,Liberty Union High,7,891,3533,1596,810
7617210000000,Liberty Union High,9,102,327,192,108
7617390000000,Martinez Unified,0,2,14,2,2
7617390000000,Martinez Unified,1,1,4,2,0
7617390000000,Martinez Unified,2,12,52,22,20
7617390000000,Martinez Unified,3,2,5,1,0
7617390000000,Martinez Unified,4,12,44,24,20
7617390000000,Martinez Unified,5,92,367,160,50
7617390000000,Martinez Unified,6,8,44,10,2
7617390000000,Martinez Unified,7,169,677,298,148
7617390000000,Martinez Unified,9,35,121,60,28
7617540000000,Mt. Diablo Unified,0,13,123,18,6
7617540000000,Mt. Diablo Unified,1,7,37,14,4
7617540000000,Mt. Diablo Unified,2,162,750,326,176
7617540000000,Mt. Diablo Unified,3,22,96,44,6
7617540000000,Mt. Diablo Unified,4,93,533,174,86
7617540000000,Mt. Diablo Unified,5,803,3711,1338,324
7617540000000,Mt. Diablo Unified,6,106,482,174,26
7617540000000,Mt. Diablo Unified,7,792,3182,1434,642
7617540000000,Mt. Diablo Unified,9,32,237,72,12
7617880000000,Pittsburg Unified,1,1,7,2,0
7617880000000,Pittsburg Unified,2,28,132,58,32
7617880000000,Pittsburg Unified,3,10,69,22,6
7617880000000,Pittsburg Unified,4,55,291,110,68
7617880000000,Pittsburg Unified,5,395,2914,820,238
7617880000000,Pittsburg Unified,6,134,979,284,60
7617880000000,Pittsburg Unified,7,39,258,68,12
7617880000000,Pittsburg Unified,9,13,141,30,10
7617960000000,West Contra Costa Unified,0,1,13,4,0
7617960000000,West Contra Costa Unified,1,2,12,4,4
7617960000000,West Contra Costa Unified,2,247,1006,468,290
7617960000000,West Contra Costa Unified,3,11,65,22,12
7617960000000,West Contra Costa Unified,4,141,618,274,156
7617960000000,West Contra Costa Unified,5,1143,5853,1902,796
7617960000000,West Contra Costa Unified,6,432,2033,680,200
7617960000000,West Contra Costa Unified,7,161,795,272,144
7617960000000,West Contra Costa Unified,9,32,121,60,20
7618040000000,San Ramon Valley Unified,1,1,33,2,2
7618040000000,San Ramon Valley Unified,2,651,7107,1290,1084
7618040000000,San Ramon Valley Unified,3,7,25,14,6
7618040000000,San Ramon Valley Unified,4,78,739,152,124
7618040000000,San Ramon Valley Unified,5,213,1255,424,252
7618040000000,San Ramon Valley Unified,6,49,338,94,56
7618040000000,San Ramon Valley Unified,7,1264,5922,2516,1822
7618040000000,San Ramon Valley Unified,9,143,1030,288,190
8100820000000,Del Norte County Office of Education,1,19,79,32,0
8100820000000,Del Norte County Office of Education,2,4,9,6,0
8100820000000,Del Norte County Office of Education,5,29,88,36,0
8100820000000,Del Norte County Office of Education,6,5,10,10,0
8100820000000,Del Norte County Office of Education,7,74,367,118,0
8100820000000,Del Norte County Office of Education,9,5,30,6,0
8618200000000,Del Norte County Unified,1,24,124,44,8
8618200000000,Del Norte County Unified,2,22,65,44,18
8618200000000,Del Norte County Unified,4,2,9,4,4
8618200000000,Del Norte County Unified,5,50,210,98,16
8618200000000,Del Norte County Unified,6,1,11,2,0
8618200000000,Del Norte County Unified,7,132,517,236,30
8618200000000,Del Norte County Unified,9,2,17,4,0
9100900000000,El Dorado County Office of Education,1,5,25,10,0
9100900000000,El Dorado County Office of Education,5,47,186,78,0
9100900000000,El Dorado County Office of Education,6,14,41,26,0
9100900000000,El Dorado County Office of Education,7,67,496,120,0
9100900000000,El Dorado County Office of Education,9,5,34,4,0
9618530000000,El Dorado Union High,0,2,3,2,1
9618530000000,El Dorado Union High,1,12,62,26,16
9618530000000,El Dorado Union High,2,71,289,132,96
9618530000000,El Dorado Union High,3,7,19,12,4
9618530000000,El Dorado Union High,4,17,70,34,24
9618530000000,El Dorado Union High,5,246,961,456,188
9618530000000,El Dorado Union High,6,20,76,36,8
9618530000000,El Dorado Union High,7,1251,4875,2370,1244
9618530000000,El Dorado Union High,9,74,333,142,70
9619030000000,Lake Tahoe Unified,0,4,17,8,2
9619030000000,Lake Tahoe Unified,1,4,13,4,0
9619030000000,Lake Tahoe Unified,2,4,27,8,2
9619030000000,Lake Tahoe Unified,4,13,55,26,10
9619030000000,Lake Tahoe Unified,5,116,488,192,32
9619030000000,Lake Tahoe Unified,6,6,14,12,0
9619030000000,Lake Tahoe Unified,7,141,912,268,102
9619030000000,Lake Tahoe Unified,9,1,25,2,0
9737830000000,Black Oak Mine Unified,2,1,5,2,0
9737830000000,Black Oak Mine Unified,5,14,71,18,8
9737830000000,Black Oak Mine Unified,6,1,7,2,0
9737830000000,Black Oak Mine Unified,7,82,627,146,44
9737830000000,Black Oak Mine Unified,9,1,3,1,0
10101100000000,Fresno County Office of Education,1,4,19,4,0
10101100000000,Fresno County Office of Education,2,14,98,6,0
10101100000000,Fresno County Office of Education,5,243,1441,196,4
10101100000000,Fresno County Office of Education,6,36,315,24,2
10101100000000,Fresno County Office of Education,7,57,293,54,10
10101100000000,Fresno County Office of Education,9,4,25,10,0
10621200000000,Clovis Unified,1,24,280,34,20
10621200000000,Clovis Unified,2,410,5467,772,544
10621200000000,Clovis Unified,3,9,101,16,6
10621200000000,Clovis Unified,4,57,872,108,72
10621200000000,Clovis Unified,5,1056,15018,1810,724
10621200000000,Clovis Unified,6,98,1316,184,90
10621200000000,Clovis Unified,7,1462,17488,2656,1508
10621200000000,Clovis Unified,9,93,1336,178,104
10621300000000,Coalinga-Huron Unified,0,1,75,2,2
10621300000000,Coalinga-Huron Unified,2,5,69,10,6
10621300000000,Coalinga-Huron Unified,4,1,17,2,0
10621300000000,Coalinga-Huron Unified,5,272,3743,428,106
10621300000000,Coalinga-Huron Unified,6,1,45,4,0
10621300000000,Coalinga-Huron Unified,7,31,460,48,18
10621600000000,Fowler Unified,1,2,6,4,0
10621600000000,Fowler Unified,2,12,237,24,18
10621600000000,Fowler Unified,3,1,2,2,0
10621600000000,Fowler Unified,5,144,2005,286,106
10621600000000,Fowler Unified,7,23,254,44,28
10621700000000,Fresno Unified,1,27,447,44,10
10621700000000,Fresno Unified,2,635,7973,1260,724
10621700000000,Fresno Unified,3,12,242,26,4
10621700000000,Fresno Unified,4,32,302,58,42
10621700000000,Fresno Unified,5,3091,49341,5646,2240
10621700000000,Fresno Unified,6,479,6393,816,298
10621700000000,Fresno Unified,7,586,7544,1028,580
10621700000000,Fresno Unified,9,66,1197,146,72
10622600000000,Kingsburg Joint Union High,2,11,38,22,18
10622600000000,Kingsburg Joint Union High,5,172,703,320,100
10622600000000,Kingsburg Joint Union High,6,2,9,4,0
10622600000000,Kingsburg Joint Union High,7,97,394,180,46
10622600000000,Kingsburg Joint Union High,9,4,26,8,2
10622700000000,Kings Canyon Joint Unified,0,1,32,2,2
10622700000000,Kings Canyon Joint Unified,1,2,34,2,0
10622700000000,Kings Canyon Joint Unified,2,4,104,8,4
10622700000000,Kings Canyon Joint Unified,4,1,44,2,2
10622700000000,Kings Canyon Joint Unified,5,649,8478,1054,324
10622700000000,Kings Canyon Joint Unified,7,72,911,122,40
10622700000000,Kings Canyon Joint Unified,9,6,95,14,2
10622800000000,Laton Joint Unified,5,36,559,58,8
10622800000000,Laton Joint Unified,7,8,104,16,6
10623300000000,Orange Center,6,1,39,2,2
10623300000000,Orange Center,7,2,300,4,4
10623600000000,Pacific Union Elementary,2,0,13,4,4
10623600000000,Pacific Union Elementary,5,0,327,396,166
10623600000000,Parlier Unified,0,0,1,1,0
10623600000000,Parlier Unified,2,0,16,4,4
10623600000000,Parlier Unified,5,223,3338,396,166
10623800000000,Raisin City Elementary,0,1,1,1,0
10623800000000,Raisin City Elementary,2,10,17,6,0
10623800000000,Raisin City Elementary,4,1,1,1,0
10623800000000,Raisin City Elementary,5,228,715,204,58
10623800000000,Raisin City Elementary,6,30,54,20,4
10623800000000,Raisin City Elementary,7,39,88,46,6
10624100000000,Sanger Unified,0,2,163,4,2
10624100000000,Sanger Unified,1,7,32,14,8
10624100000000,Sanger Unified,2,90,1158,174,142
10624100000000,Sanger Unified,3,2,19,4,2
10624100000000,Sanger Unified,4,6,59,12,10
10624100000000,Sanger Unified,5,551,7954,1044,424
10624100000000,Sanger Unified,6,14,168,28,12
10624100000000,Sanger Unified,7,113,1635,212,126
10624300000000,Selma Unified,1,3,13,6,6
10624300000000,Selma Unified,2,28,271,56,46
10624300000000,Selma Unified,3,2,5,4,2
10624300000000,Selma Unified,5,383,5857,666,258
10624300000000,Selma Unified,6,4,19,6,2
10624300000000,Selma Unified,7,31,353,58,30
10624300000000,Selma Unified,9,1,14,2,0
10625400000000,West Park Elementary,2,1,41,2,0
10625400000000,West Park Elementary,5,63,501,114,0
10625400000000,West Park Elementary,6,1,10,2,0
10625400000000,West Park Elementary,7,9,58,22,0
10625400000000,West Park Elementary,9,2,5,2,0
10625500000000,Westside Elementary,1,4,12,2,0
10625500000000,Westside Elementary,2,11,20,6,0
10625500000000,Westside Elementary,4,1,3,2,0
10625500000000,Westside Elementary,5,190,622,168,0
10625500000000,Westside Elementary,6,17,38,18,0
10625500000000,Westside Elementary,7,89,257,64,0
10625500000000,Westside Elementary,9,0,2,7,0
10738100000000,Firebaugh-Las Deltas Unified,2,1,4,2,0
10738100000000,Firebaugh-Las Deltas Unified,5,168,2155,322,122
10738100000000,Firebaugh-Las Deltas Unified,6,1,6,2,0
10738100000000,Firebaugh-Las Deltas Unified,7,9,100,18,8
10739700000000,Central Unified,1,2,97,4,0
10739700000000,Central Unified,2,185,1999,330,178
10739700000000,Central Unified,3,2,37,4,4
10739700000000,Central Unified,4,12,173,24,16
10739700000000,Central Unified,5,563,9079,916,366
10739700000000,Central Unified,6,105,1494,156,62
10739700000000,Central Unified,7,203,2592,320,134
10739700000000,Central Unified,9,14,241,20,10
10740000000000,Kerman Unified,1,2,26,4,0
10740000000000,Kerman Unified,2,20,249,38,20
10740000000000,Kerman Unified,5,269,4251,510,142
10740000000000,Kerman Unified,6,3,29,6,0
10740000000000,Kerman Unified,7,34,478,66,22
10751300000000,Mendota Unified,0,2,22,2,0
10751300000000,Mendota Unified,5,201,3138,336,110
10752300000000,Golden Plains Unified,5,119,1736,216,6
10752300000000,Golden Plains Unified,7,3,27,4,0
10752800000000,Sierra Unified,1,15,196,28,2
10752800000000,Sierra Unified,2,3,10,4,4
10752800000000,Sierra Unified,4,1,14,2,0
10752800000000,Sierra Unified,5,19,184,32,14
10752800000000,Sierra Unified,6,1,12,2,0
10752800000000,Sierra Unified,7,88,880,160,80
10754100000000,Riverdale Joint Unified,1,1,6,2,0
10754100000000,Riverdale Joint Unified,3,1,2,2,0
10754100000000,Riverdale Joint Unified,5,112,1326,212,48
10754100000000,Riverdale Joint Unified,7,17,249,32,8
10756000000000,Caruthers Unified,1,1,6,2,0
10756000000000,Caruthers Unified,2,11,83,22,16
10756000000000,Caruthers Unified,5,103,1185,198,92
10756000000000,Caruthers Unified,7,17,138,34,16
10767800000000,Washington Unified,0,0,14,2,0
10767800000000,Washington Unified,2,44,257,82,14
10767800000000,Washington Unified,3,1,1,1,0
10767800000000,Washington Unified,4,1,2,1,0
10767800000000,Washington Unified,5,308,2210,442,58
10767800000000,Washington Unified,6,47,298,74,6
10767800000000,Washington Unified,7,34,204,46,10
11101200000000,Glenn County Office of Education,0,0,8,10,0
11101200000000,Glenn County Office of Education,1,5,11,2,2
11101200000000,Glenn County Office of Education,2,8,10,24,0
11101200000000,Glenn County Office of Education,3,1,1,2,1
11101200000000,Glenn County Office of Education,4,0,1,1,0
11101200000000,Glenn County Office of Education,5,64,198,126,22
11101200000000,Glenn County Office of Education,6,37,38,100,2
11101200000000,Glenn County Office of Education,7,24,176,58,30
11101200000000,Glenn County Office of Education,9,3,15,12,2
11626500000000,Princeton Joint Unified,1,3,4,8,2
11626500000000,Princeton Joint Unified,5,7,96,16,4
11626500000000,Princeton Joint Unified,7,8,64,24,2
11626500000000,Stony Creek Joint Unified,1,2,43,8,2
11626500000000,Stony Creek Joint Unified,5,0,5,16,4
11626500000000,Stony Creek Joint Unified,7,3,45,24,2
11626600000000,Willows Unified,1,4,38,6,0
11626600000000,Willows Unified,2,5,73,8,6
11626600000000,Willows Unified,3,1,6,2,0
11626600000000,Willows Unified,5,55,731,98,22
11626600000000,Willows Unified,6,3,17,8,0
11626600000000,Willows Unified,7,34,543,66,6
11754800000000,Orland Joint Unified,2,2,59,6,0
11754800000000,Orland Joint Unified,3,1,1,1,1
11754800000000,Orland Joint Unified,5,118,1350,232,28
11754800000000,Orland Joint Unified,6,1,6,2,0
11754800000000,Orland Joint Unified,7,65,732,124,16
11754800000000,Orland Joint Unified,9,1,12,2,0
11765600000000,Hamilton Unified,5,64,621,116,34
11765600000000,Hamilton Unified,7,22,65,44,22
11765600000000,Hamilton Unified,9,1,6,2,2
