,CDS_CODE,District_Code,Function_Code,Function,Amount,Year
2344,36677850000000,67785,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,76778.63,1213
2345,36677850000000,67785,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,12914.14,1213
2346,36677850000000,67785,9200,Accounts Receivable                                                                                                                                                                                                                                       ,237876.59,1213
2347,36677930000000,67793,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,82772.25,1213
2348,36677930000000,67793,9200,Accounts Receivable                                                                                                                                                                                                                                       ,25992.79,1213
2349,36678010000000,67801,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,224750.62,1213
2350,36678010000000,67801,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1407.91,1213
2351,36678010000000,67801,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,20463.95,1213
2352,36678190000000,67819,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5063535.909999998,1213
2353,36678190000000,67819,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,78093.69,1213
2354,36678190000000,67819,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,863626.0000000001,1213
2355,36678190000000,67819,9200,Accounts Receivable                                                                                                                                                                                                                                       ,629977.31,1213
2356,36678270000000,67827,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,407827.83,1213
2357,36678270000000,67827,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1815495.0,1213
2358,36678430000000,67843,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,110769.63999999998,1213
2359,36678430000000,67843,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1399743.5599999996,1213
2360,36678430000000,67843,5900,Communications                                                                                                                                                                                                                                            ,185041.0000000001,1213
2361,36678430000000,67843,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,345068.52000000014,1213
2362,36678430000000,67843,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,48.5,1213
2363,36678430000000,67843,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2843702.01,1213
2364,36678500000000,67850,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,138308.38,1213
2365,36678500000000,67850,5900,Communications                                                                                                                                                                                                                                            ,8265.28,1213
2366,36678500000000,67850,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,330857.25,1213
2367,36678500000000,67850,9200,Accounts Receivable                                                                                                                                                                                                                                       ,987522.39,1213
2368,36678680000000,67868,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1186821.0699999996,1213
2369,36678680000000,67868,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,156937.5,1213
2370,36678680000000,67868,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,66031.54000000001,1213
2371,36678680000000,67868,9200,Accounts Receivable                                                                                                                                                                                                                                       ,44787.04,1213
2372,36678760000000,67876,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,34035362.21999997,1213
2373,36678760000000,67876,5900,Communications                                                                                                                                                                                                                                            ,23000.0,1213
2374,36678760000000,67876,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,915776.69,1213
2375,36678760000000,67876,7310,Transfers of Indirect Costs                                                                                                                                                                                                                               ,872810.6599999998,1213
2376,36678760000000,67876,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,847394.8900000001,1213
2377,36678760000000,67876,9200,Accounts Receivable                                                                                                                                                                                                                                       ,57877.87,1213
2378,36678920000000,67892,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,13550.0,1213
2379,36678920000000,67892,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,14546.15,1213
2380,36678920000000,67892,5100,Subagreements for Services                                                                                                                                                                                                                                ,52253.91,1213
2381,36679180000000,67918,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,380943.64,1213
2382,36679180000000,67918,5900,Communications                                                                                                                                                                                                                                            ,7707.98,1213
2383,36679180000000,67918,9200,Accounts Receivable                                                                                                                                                                                                                                       ,9357.75,1213
2384,36679340000000,67934,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,267078.73999999993,1213
2385,36679340000000,67934,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,701449.6400000001,1213
2386,36679340000000,67934,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,169148.04,1213
2387,36679340000000,67934,9200,Accounts Receivable                                                                                                                                                                                                                                       ,103268.0,1213
2388,36679590000000,67959,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3251982.1799999992,1213
2389,36679590000000,67959,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,72139.53000000001,1213
2390,36679590000000,67959,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,395698.48,1213
2391,36679590000000,67959,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,2930.86,1213
2392,36679590000000,67959,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2003831.6,1213
2393,36738580000000,73858,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5250.0,1213
2394,36738580000000,73858,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,2943.03,1213
2395,36738580000000,73858,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50544.75,1213
2396,36738900000000,73890,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,651258.8300000001,1213
2397,36738900000000,73890,5900,Communications                                                                                                                                                                                                                                            ,8122.25,1213
2398,36738900000000,73890,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,366283.02,1213
2399,36739570000000,73957,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1148357.2200000004,1213
2400,36739570000000,73957,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,113677.51,1213
2401,36739570000000,73957,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24399.49,1213
2402,36750440000000,75044,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2459070.749999999,1213
2403,36750440000000,75044,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,11779.14,1213
2404,36750440000000,75044,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,242251.13,1213
2405,36750440000000,75044,5400,Insurance                                                                                                                                                                                                                                                 ,58917.94000000001,1213
2406,36750440000000,75044,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,436139.24,1213
2407,36750440000000,75044,9200,Accounts Receivable                                                                                                                                                                                                                                       ,734472.93,1213
2408,36750510000000,75051,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,39025.0,1213
2409,36750510000000,75051,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,12733.749999999998,1213
2410,36750510000000,75051,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,4873.37,1213
2411,36750510000000,75051,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,60496.62,1213
2412,36750510000000,75051,9200,Accounts Receivable                                                                                                                                                                                                                                       ,701690.0,1213
2413,36750690000000,75069,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2529242.13,1213
2414,36750690000000,75069,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,212963.7,1213
2415,36750690000000,75069,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,211338.42,1213
2416,36750690000000,75069,5900,Communications                                                                                                                                                                                                                                            ,73490.83000000003,1213
2417,36750690000000,75069,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,81814.02,1213
2418,36750690000000,75069,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1825063.5,1213
2419,36750770000000,75077,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1751520.98,1213
2420,36750770000000,75077,5900,Communications                                                                                                                                                                                                                                            ,2004774.07,1213
2421,36750770000000,75077,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,147936.55,1213
2422,36750770000000,75077,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,269028.05,1213
2423,37103710000000,10371,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,116127457.34999986,1213
2424,37103710000000,10371,2200,Classified Support Salaries                                                                                                                                                                                                                               ,6691633.510000002,1213
2425,37103710000000,10371,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,181911.55,1213
2426,37103710000000,10371,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,815207.0700000002,1213
2427,37103710000000,10371,9200,Accounts Receivable                                                                                                                                                                                                                                       ,235210639.6,1213
2428,37679670000000,67967,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,92293.51,1213
2429,37679670000000,67967,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,732437.6299999999,1213
2430,37679750000000,67975,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4490.03,1213
2431,37679750000000,67975,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1816.5,1213
2432,37679750000000,67975,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,758202.0500000002,1213
2433,37679750000000,67975,9200,Accounts Receivable                                                                                                                                                                                                                                       ,112076.39,1213
2434,37679910000000,67991,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1202909.5699999996,1213
2435,37679910000000,67991,5400,Insurance                                                                                                                                                                                                                                                 ,93574.16,1213
2436,37679910000000,67991,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,223759.09,1213
2437,37679910000000,67991,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,6157602.520000001,1213
2438,37679910000000,67991,9200,Accounts Receivable                                                                                                                                                                                                                                       ,158148.90999999995,1213
2439,37680070000000,68007,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,522206.07000000007,1213
2440,37680070000000,68007,9200,Accounts Receivable                                                                                                                                                                                                                                       ,124519.96,1213
2441,37680230000000,68023,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4970375.810000003,1213
2442,37680230000000,68023,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,7807139.299999999,1213
2443,37680230000000,68023,9200,Accounts Receivable                                                                                                                                                                                                                                       ,163398.0,1213
2444,37680310000000,68031,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,664782.54,1213
2445,37680310000000,68031,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,8052.4699999999975,1213
2446,37680310000000,68031,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,345248.08,1213
2447,37680310000000,68031,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1691884.2799999998,1213
2448,37680490000000,68049,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,23376.84,1213
2449,37680490000000,68049,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,28625.0,1213
2450,37680490119990,68049,9200,Accounts Receivable                                                                                                                                                                                                                                       ,48169.31,1213
2451,37680560000000,68056,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,563691.6899999997,1213
2452,37680560000000,68056,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1535826.64,1213
2453,37680560000000,68056,9200,Accounts Receivable                                                                                                                                                                                                                                       ,123517.26,1213
2454,37680800000000,68080,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,956777.91,1213
2455,37680800000000,68080,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,169055.2,1213
2456,37680800000000,68080,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,298792.45,1213
2457,37680800000000,68080,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2213539.41,1213
2458,37680800000000,68080,9200,Accounts Receivable                                                                                                                                                                                                                                       ,138430.18,1213
2459,37680980000000,68098,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29068.77,1213
2460,37680980000000,68098,5100,Subagreements for Services                                                                                                                                                                                                                                ,89.0,1213
2461,37680980000000,68098,5400,Insurance                                                                                                                                                                                                                                                 ,98917.56,1213
2462,37680980000000,68098,5900,Communications                                                                                                                                                                                                                                            ,763.4,1213
2463,37680980000000,68098,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,125587.82,1213
2464,37680980000000,68098,7310,Transfers of Indirect Costs                                                                                                                                                                                                                               ,2914.0,1213
2465,37680980000000,68098,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,7314158.510000002,1213
2466,37681060000000,68106,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4313849.780000004,1213
2467,37681060000000,68106,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,116498.55999999998,1213
2468,37681060000000,68106,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2554004.17,1213
2469,37681060000000,68106,9200,Accounts Receivable                                                                                                                                                                                                                                       ,30818.0,1213
2470,37681140000000,68114,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1231578.07,1213
2471,37681140000000,68114,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2832617.02,1213
2472,37681140000000,68114,9200,Accounts Receivable                                                                                                                                                                                                                                       ,107548.93,1213
2473,37681220000000,68122,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,899068.5100000005,1213
2474,37681220000000,68122,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,161329.49,1213
2475,37681220000000,68122,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,372787.75,1213
2476,37681220000000,68122,5100,Subagreements for Services                                                                                                                                                                                                                                ,197892.77,1213
2477,37681220000000,68122,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,198911.67,1213
2478,37681220000000,68122,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1449034.9800000002,1213
2479,37681220000000,68122,9200,Accounts Receivable                                                                                                                                                                                                                                       ,423625.0,1213
2480,37681300000000,68130,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7500959.919999997,1213
2481,37681300000000,68130,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1073417.7,1213
2482,37681550000000,68155,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,178804.95,1213
2483,37681550000000,68155,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,37319.65,1213
2484,37681550000000,68155,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,727520.8199999998,1213
2485,37681550000000,68155,9200,Accounts Receivable                                                                                                                                                                                                                                       ,25114.31,1213
2486,37681630000000,68163,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,204464.7,1213
2487,37681630124271,68163,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18099.87,1213
2488,37681633731239,68163,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,2400.0,1213
2489,37681710000000,68171,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6628.16,1213
2490,37681710000000,68171,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,16306.929999999997,1213
2491,37681710000000,68171,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,57306.24999999999,1213
2492,37681890000000,68189,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,352072.28,1213
2493,37681970000000,68197,5900,Communications                                                                                                                                                                                                                                            ,18300.93,1213
2494,37681970000000,68197,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,80190.78999999996,1213
