,CDS_CODE,District_Code,Function_Code,Function,Amount,Year
40,1612340000000,61234,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,232912.70000000013,1516
41,1612340000000,61234,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,220029.78,1516
42,1612340000000,61234,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4839825.069999998,1516
43,1612340000000,61234,9200,Accounts Receivable                                                                                                                                                                                                                                       ,970957.36,1516
44,1612420000000,61242,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9976591.289999995,1516
45,1612420000000,61242,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,171849.61999999994,1516
46,1612420000000,61242,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,396949.37000000005,1516
47,1612420000000,61242,5400,Insurance                                                                                                                                                                                                                                                 ,82463.61,1516
48,1612420000000,61242,5900,Communications                                                                                                                                                                                                                                            ,9676.59,1516
49,1612420000000,61242,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,157947.22,1516
50,1612420000000,61242,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1321112.35,1516
51,1612590000000,61259,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,26084136.54000001,1516
52,1612590000000,61259,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1823402.34,1516
53,1612750000000,61275,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,220488.6,1516
54,1612750000000,61275,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,886171.3999999998,1516
55,1612750000000,61275,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,53525.71,1516
56,1612910000000,61291,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7262660.910000004,1516
57,1612910000000,61291,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,403797.52,1516
58,1612910000000,61291,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1165024.5,1516
59,1613090000000,61309,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7846029.879999997,1516
60,1613090000000,61309,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,186891.96000000005,1516
61,1613090000000,61309,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,404743.27,1516
62,1613090000000,61309,5900,Communications                                                                                                                                                                                                                                            ,4105.78,1516
63,1613090000000,61309,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,37885.63000000001,1516
64,1613090000000,61309,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4369583.340000002,1516
65,1613090000000,61309,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2062080.43,1516
66,1750930000000,75093,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2371128.200000001,1516
67,1750930000000,75093,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,430444.2199999999,1516
68,1750930000000,75093,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,198611.05,1516
69,1750930000000,75093,9200,Accounts Receivable                                                                                                                                                                                                                                       ,767152.0,1516
70,1751010000000,75101,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9535971.859999998,1516
71,1751010000000,75101,2200,Classified Support Salaries                                                                                                                                                                                                                               ,380280.13000000006,1516
72,1751010000000,75101,9200,Accounts Receivable                                                                                                                                                                                                                                       ,16174299.96,1516
73,1751190000000,75119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,20754.75,1516
74,1751190000000,75119,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,389572.44,1516
75,2100250000000,10025,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,1577.2,1516
76,2100250000000,10025,9200,Accounts Receivable                                                                                                                                                                                                                                       ,482913.13,1516
77,2613330000000,61333,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,43844.87,1516
78,3100330000000,10033,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,625572.3599999999,1516
79,3100330000000,10033,9200,Accounts Receivable                                                                                                                                                                                                                                       ,106056.0,1516
80,3739810000000,73981,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,632759.0400000003,1516
81,3739810000000,73981,9200,Accounts Receivable                                                                                                                                                                                                                                       ,4698307.3,1516
82,4100410000000,10041,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5510728.77,1516
83,4100410000000,10041,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17499.0,1516
84,4100410000000,10041,5900,Communications                                                                                                                                                                                                                                            ,6128.92,1516
85,4100410000000,10041,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,107781.24000000002,1516
86,4100410000000,10041,9200,Accounts Receivable                                                                                                                                                                                                                                       ,13007152.71,1516
87,4100410114991,10041,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,18306.0,1516
88,4100410114991,10041,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,761.1099999999999,1516
89,4100410114991,10041,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,53887.0,1516
90,4100410114991,10041,9200,Accounts Receivable                                                                                                                                                                                                                                       ,10561.0,1516
91,4613820000000,61382,9200,Accounts Receivable                                                                                                                                                                                                                                       ,82076.38,1516
92,4614080000000,61408,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,12868.39,1516
93,4614080000000,61408,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,53559.86,1516
94,4614080000000,61408,5100,Subagreements for Services                                                                                                                                                                                                                                ,94990.76,1516
95,4614080000000,61408,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1484870.2299999997,1516
96,4614080000000,61408,9200,Accounts Receivable                                                                                                                                                                                                                                       ,298850.21,1516
97,4614240000000,61424,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4090461.21,1516
98,4614240000000,61424,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,598002.96,1516
99,4614240000000,61424,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,7426983.82,1516
100,4614240000000,61424,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1537566.6,1516
101,4614320000000,61432,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,58021.92999999999,1516
102,4614320000000,61432,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,16721.28,1516
103,4614320000000,61432,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,227493.45,1516
104,4614320000000,61432,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11669.0,1516
105,4614320000000,61432,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,560918.52,1516
106,4614320000000,61432,9200,Accounts Receivable                                                                                                                                                                                                                                       ,389536.23,1516
107,4614400000000,61440,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,93.74,1516
108,4614400000000,61440,9200,Accounts Receivable                                                                                                                                                                                                                                       ,26902.38,1516
109,4614570000000,61457,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,17080.210000000006,1516
110,4614570000000,61457,9200,Accounts Receivable                                                                                                                                                                                                                                       ,51186.38000000001,1516
111,4614990000000,61499,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6287.12,1516
112,4614990000000,61499,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,34167.10000000001,1516
113,4614990000000,61499,9200,Accounts Receivable                                                                                                                                                                                                                                       ,125877.38,1516
114,4615070000000,61507,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,553145.0600000004,1516
115,4615070000000,61507,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4197892.209999999,1516
116,4615070000000,61507,9200,Accounts Receivable                                                                                                                                                                                                                                       ,853231.41,1516
117,4615150000000,61515,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,434960.06,1516
118,4615150000000,61515,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,96006.24000000002,1516
119,4615150000000,61515,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,521520.92,1516
120,4615150000000,61515,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3052262.24,1516
121,4615150000000,61515,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1601958.5399999996,1516
122,4615230000000,61523,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,107423.12,1516
123,4615230000000,61523,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1624.07,1516
124,4615230000000,61523,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1411526.9799999997,1516
125,4615230000000,61523,9200,Accounts Receivable                                                                                                                                                                                                                                       ,535399.56,1516
126,4615310000000,61531,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1560137.2500000002,1516
127,4615310000000,61531,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,94790.5,1516
128,4615310000000,61531,9200,Accounts Receivable                                                                                                                                                                                                                                       ,819151.0,1516
129,4615490000000,61549,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,600338.8900000001,1516
130,4615490000000,61549,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,12254.42,1516
131,4615490000000,61549,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,905944.47,1516
132,4615490000000,61549,9200,Accounts Receivable                                                                                                                                                                                                                                       ,494070.48,1516
133,4733790000000,73379,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,6571.88,1516
134,4733790000000,73379,9200,Accounts Receivable                                                                                                                                                                                                                                       ,32738.38,1516
135,4755070000000,75507,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,254940.69000000012,1516
136,4755070000000,75507,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,9468.5,1516
137,4755070000000,75507,9200,Accounts Receivable                                                                                                                                                                                                                                       ,859545.61,1516
138,5100580000000,10058,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,677.67,1516
139,5100580000000,10058,2200,Classified Support Salaries                                                                                                                                                                                                                               ,935299.87,1516
140,5100580000000,10058,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,15780.639999999998,1516
141,5100580000000,10058,5900,Communications                                                                                                                                                                                                                                            ,936646.38,1516
142,5100580000000,10058,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,59045.61000000001,1516
143,5100580000000,10058,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,233016.27999999997,1516
144,5100580000000,10058,9200,Accounts Receivable                                                                                                                                                                                                                                       ,472574.19,1516
145,5615560000000,61556,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,33323.04,1516
146,5615560000000,61556,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,149091.22999999998,1516
147,5615560000000,61556,5100,Subagreements for Services                                                                                                                                                                                                                                ,55382.94,1516
148,5615560000000,61556,5900,Communications                                                                                                                                                                                                                                            ,15943.95,1516
149,5615560000000,61556,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,61543.39,1516
150,5615560000000,61556,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,926920.38,1516
151,5615560000000,61556,9200,Accounts Receivable                                                                                                                                                                                                                                       ,91564.55,1516
