,CDS_CODE,District_Code,Function_Code,Function,Amount,Year
90,4614080000000,61408,9200,Accounts Receivable                                                                                                                                                                                                                                       ,157171.0,1314
91,4614240000000,61424,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2331862.09,1314
92,4614240000000,61424,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,173281.67,1314
93,4614240000000,61424,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,5476870.529999998,1314
94,4614240000000,61424,9200,Accounts Receivable                                                                                                                                                                                                                                       ,3511831.12,1314
95,4614320000000,61432,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,54860.21000000001,1314
96,4614320000000,61432,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,24812.38,1314
97,4614320000000,61432,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,212100.67000000004,1314
98,4614320000000,61432,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,4583.95,1314
99,4614320000000,61432,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,526701.8200000001,1314
100,4614320000000,61432,9200,Accounts Receivable                                                                                                                                                                                                                                       ,405840.88,1314
101,4614400000000,61440,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,21762.49,1314
102,4614400000000,61440,9200,Accounts Receivable                                                                                                                                                                                                                                       ,3971.24,1314
103,4614570000000,61457,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,15038.24,1314
104,4614570000000,61457,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,11504.21,1314
105,4614570000000,61457,9200,Accounts Receivable                                                                                                                                                                                                                                       ,30609.93,1314
106,4614990000000,61499,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7760.16,1314
107,4614990000000,61499,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,69623.99,1314
108,4614990000000,61499,9200,Accounts Receivable                                                                                                                                                                                                                                       ,70895.54000000001,1314
109,4615070000000,61507,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,163837.02000000002,1314
110,4615070000000,61507,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1922911.57,1314
111,4615070000000,61507,9200,Accounts Receivable                                                                                                                                                                                                                                       ,470863.82,1314
112,4615150000000,61515,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,299588.74,1314
113,4615150000000,61515,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,365026.77,1314
114,4615150000000,61515,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2088012.9300000004,1314
115,4615150000000,61515,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1002807.75,1314
116,4615230000000,61523,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,114092.0,1314
117,4615230000000,61523,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,2398.11,1314
118,4615230000000,61523,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1072299.8099999998,1314
119,4615230000000,61523,9200,Accounts Receivable                                                                                                                                                                                                                                       ,471230.19,1314
120,4615310000000,61531,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2760740.209999999,1314
121,4615310000000,61531,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,5288.1399999999985,1314
122,4615310000000,61531,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1170394.78,1314
123,4615490000000,61549,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,628901.12,1314
124,4615490000000,61549,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,16908.559999999998,1314
125,4615490000000,61549,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,830319.5099999999,1314
126,4615490000000,61549,9200,Accounts Receivable                                                                                                                                                                                                                                       ,527047.24,1314
127,4733790000000,73379,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,118.2,1314
128,4733790000000,73379,9200,Accounts Receivable                                                                                                                                                                                                                                       ,32696.14,1314
129,4755070000000,75507,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,228571.14,1314
130,4755070000000,75507,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,9021.0,1314
131,4755070000000,75507,9200,Accounts Receivable                                                                                                                                                                                                                                       ,710307.25,1314
132,5100580000000,10058,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2690.76,1314
133,5100580000000,10058,2200,Classified Support Salaries                                                                                                                                                                                                                               ,897106.12,1314
134,5100580000000,10058,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1604.85,1314
135,5100580000000,10058,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,14987.72,1314
136,5100580000000,10058,5900,Communications                                                                                                                                                                                                                                            ,741740.2999999998,1314
137,5100580000000,10058,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,56881.27,1314
138,5100580000000,10058,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,231543.09000000003,1314
139,5100580000000,10058,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1048174.95,1314
140,5615560000000,61556,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,30950.800000000007,1314
141,5615560000000,61556,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,125583.69,1314
142,5615560000000,61556,5100,Subagreements for Services                                                                                                                                                                                                                                ,39865.08,1314
143,5615560000000,61556,5900,Communications                                                                                                                                                                                                                                            ,14588.02,1314
144,5615560000000,61556,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,53655.34,1314
145,5615560000000,61556,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,653137.2500000002,1314
146,5615560000000,61556,9200,Accounts Receivable                                                                                                                                                                                                                                       ,99072.5,1314
147,5615640000000,61564,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,700557.4,1314
148,5615640000000,61564,5100,Subagreements for Services                                                                                                                                                                                                                                ,2026.3,1314
149,5615640000000,61564,9200,Accounts Receivable                                                                                                                                                                                                                                       ,157229.88,1314
150,5615720000000,61572,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,121.2,1314
151,5615720000000,61572,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,2497.81,1314
