CDS_CODE,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
31750900000000,1,7,54,2,1
31750900000000,2,66,783,50,43
31750900000000,3,1,50,3,3
31750900000000,4,28,345,29,20
31750900000000,5,127,1643,133,78
31750900000000,6,11,182,15,8
31750900000000,7,682,8330,661,446
31750900000000,9,40,705,48,33
31765700000000,2,1,47,2,2
31765700000000,4,1,16,2,2
31765700000000,5,4,62,10,6
31765700000000,7,13,351,30,24
31765700000000,9,2,56,3,2
32103200000000,7,2,23,2,0
32669700000000,1,9,98,4,1
32669700000000,2,4,15,1,0
32669700000000,4,1,8,1,0
32669700000000,5,26,278,16,1
32669700000000,6,1,33,3,0
32669700000000,7,127,1631,126,22
32669700000000,9,3,61,4,0
33103300000000,1,5,57,8,0
33103300000000,2,5,97,7,2
33103300000000,3,2,18,3,1
33103300000000,4,0,69,4,0
33103300000000,5,552,3430,307,16
33103300000000,6,97,479,48,1
33103300000000,7,229,3315,175,34
33103300000000,9,20,395,20,7
33316300000000,2,6,11,2,0
33316300000000,4,1,3,2,0
33316300000000,5,55,226,29,0
33316300000000,6,14,41,5,0
33316300000000,7,14,88,4,0
33316300000000,9,1,13,2,0
33669800000000,0,1,14,1,0
33669800000000,1,4,55,3,1
33669800000000,2,66,669,47,24
33669800000000,3,8,76,4,2
33669800000000,4,28,290,17,13
33669800000000,5,1231,15333,984,242
33669800000000,6,70,783,41,11
33669800000000,7,188,2188,154,59
33669800000000,9,24,226,14,6
33669900000000,1,15,254,17,5
33669900000000,2,50,514,40,24
33669900000000,3,5,36,3,2
33669900000000,4,22,239,19,9
33669900000000,5,484,7216,389,108
33669900000000,6,70,899,61,17
33669900000000,7,272,3778,226,59
33669900000000,9,16,383,12,2
33670300000000,0,27,375,13,4
33670300000000,1,20,177,8,5
33670300000000,2,326,4162,278,228
33670300000000,3,15,194,19,11
33670300000000,4,111,1469,102,71
33670300000000,5,2221,27376,1917,744
33670300000000,6,405,3347,322,165
33670300000000,7,1392,15882,1327,720
33670300000000,9,9,455,24,19
33670600000000,0,7,185,6,2
33670600000000,1,13,100,10,3
33670600000000,2,50,516,39,24
33670600000000,3,5,27,2,1
33670600000000,4,20,257,20,13
33670600000000,5,1579,20559,1400,422
33670600000000,6,65,574,54,13
33670600000000,7,609,6607,577,288
33670600000000,9,10,334,13,7
33670800000000,1,15,244,16,6
33670800000000,2,23,254,28,13
33670800000000,3,15,113,13,4
33670800000000,4,20,226,22,10
33670800000000,5,905,11134,737,165
33670800000000,6,165,1666,116,27
33670800000000,7,692,7342,582,135
33670800000000,9,37,708,27,5
33670900000000,0,1,25,4,1
33670900000000,1,4,37,3,1
33670900000000,2,24,212,17,11
33670900000000,3,7,54,3,0
33670900000000,4,8,70,7,5
33670900000000,5,1224,16248,1021,276
33670900000000,6,61,439,31,6
33670900000000,7,262,2355,197,53
33670900000000,9,10,137,9,1
33671200000000,0,0,53,1,0
33671200000000,1,8,137,7,2
33671200000000,2,56,940,61,37
33671200000000,3,21,330,13,7
33671200000000,4,65,920,49,30
33671200000000,5,1702,27464,1383,440
33671200000000,6,506,6537,365,84
33671200000000,7,300,7418,244,103
33671200000000,9,16,1080,20,4
33671600000000,2,1,28,1,1
33671600000000,3,0,9,2,1
33671600000000,4,1,10,1,1
33671600000000,5,57,1753,57,46
33671600000000,6,9,213,5,5
33671600000000,7,30,662,29,18
33671700000000,1,14,126,11,4
33671700000000,2,17,243,23,11
33671700000000,3,2,48,4,3
33671700000000,4,48,553,49,28
33671700000000,5,1260,17455,1087,300
33671700000000,6,109,1307,73,16
33671700000000,7,327,3559,294,108
33671700000000,9,7,280,7,1
33671800000000,1,2,19,1,0
33671800000000,2,1,24,2,0
33671800000000,4,1,17,1,0
33671800000000,5,146,2201,131,9
33671800000000,6,23,256,11,0
33671800000000,7,82,880,58,3
33672100000000,1,13,42,4,0
33672100000000,2,42,158,39,27
33672100000000,3,13,59,15,4
33672100000000,4,37,171,46,33
33672100000000,5,1425,7245,1220,353
33672100000000,6,200,812,122,27
33672100000000,7,483,1832,369,133
33672100000000,9,26,238,47,21
33672200000000,0,48,576,25,12
33672200000000,1,23,189,5,4
33672200000000,2,153,1374,133,106
33672200000000,3,20,207,14,8
33672200000000,4,54,515,37,23
33672200000000,5,2044,25038,1669,573
33672200000000,6,349,3195,259,86
33672200000000,7,1021,10821,908,438
33672200000000,9,27,645,28,11
33672500000000,1,16,220,11,1
33672500000000,2,13,128,9,5
33672500000000,3,8,45,4,0
33672500000000,4,8,82,7,6
33672500000000,5,523,6750,410,127
33672500000000,6,61,787,40,12
33672500000000,7,153,1821,117,43
33672500000000,9,15,206,9,5
33736800000000,0,17,194,17,5
33736800000000,1,3,63,5,1
33736800000000,4,3,22,5,2
33736800000000,5,1180,18109,1021,313
33736800000000,6,3,40,1,1
33736800000000,7,31,244,11,1
33736800000000,9,2,29,1,0
33751800000000,1,13,123,9,1
33751800000000,2,42,462,28,11
33751800000000,3,9,116,7,2
33751800000000,4,4,135,31,18
33751800000000,5,906,11953,753,180
33751800000000,6,82,1001,78,16
33751800000000,7,676,7598,534,164
33751800000000,9,56,707,22,6
33751900000000,0,16,173,12,6
33751900000000,1,29,410,21,11
33751900000000,2,98,1148,116,89
33751900000000,3,12,109,9,6
33751900000000,4,156,1574,117,84
33751900000000,5,794,9292,635,340
33751900000000,6,131,1201,110,60
33751900000000,7,1254,14327,1125,730
33751900000000,9,129,2103,110,75
33752000000000,1,5,84,9,0
33752000000000,2,81,923,82,57
33752000000000,3,20,137,5,3
33752000000000,4,103,911,96,74
33752000000000,5,631,7688,627,268
33752000000000,6,152,1262,129,51
33752000000000,7,906,10720,872,480
33752000000000,9,64,1198,89,53
33752400000000,0,17,378,12,8
33752400000000,1,3,52,3,2
33752400000000,2,28,314,21,12
33752400000000,3,3,64,4,0
33752400000000,4,32,318,28,21
33752400000000,5,1061,14433,1041,413
33752400000000,6,279,2883,239,96
33752400000000,7,101,1156,91,41
33752400000000,9,25,234,15,6
34103500000000,0,3,13,1,0
34103500000000,2,17,60,1,0
34103500000000,5,60,300,18,0
34103500000000,6,60,439,25,0
34103500000000,7,62,189,11,0
34103500000000,9,18,124,12,0
34322800000000,2,11,22,6,0
34322800000000,5,132,356,58,0
34322800000000,6,69,165,29,0
34322800000000,7,18,43,2,0
34673100000000,1,25,344,23,6
34673100000000,2,1168,13440,1052,738
34673100000000,3,128,1101,70,36
34673100000000,4,285,3203,255,173
34673100000000,5,1076,15972,972,381
34673100000000,6,881,9540,688,253
34673100000000,7,1215,14443,1047,599
34673100000000,9,214,3953,200,100
34673300000000,0,2,26,2,1
34673300000000,1,11,145,3,1
34673300000000,2,153,2203,128,96
34673300000000,3,9,150,12,5
34673300000000,4,37,408,37,19
34673300000000,5,194,3325,209,79
34673300000000,6,107,1366,85,21
34673300000000,7,868,10918,774,376
34673300000000,9,21,576,19,3
34673600000000,0,1,23,1,0
34673600000000,1,6,12,3,1
34673600000000,2,8,35,11,9
34673600000000,3,5,13,5,3
34673600000000,4,0,12,1,1
34673600000000,5,249,1143,285,70
34673600000000,6,1,23,5,1
34673600000000,7,259,936,200,64
34673600000000,9,31,109,20,6
34674100000000,1,2,13,1,0
34674100000000,2,4,15,1,0
34674100000000,5,69,1168,61,20
34674100000000,6,0,31,1,0
34674100000000,7,81,1003,58,14
34674100000000,9,5,66,1,0
34674400000000,0,2,58,2,0
34674400000000,1,16,360,21,4
34674400000000,2,721,8295,574,368
34674400000000,3,61,812,52,12
34674400000000,4,34,538,50,28
34674400000000,5,1180,17654,929,332
34674400000000,6,633,8433,423,161
34674400000000,7,594,8956,483,210
34674400000000,9,196,2510,186,98
34674500000000,0,14,67,5,0
34674500000000,1,76,590,47,13
34674500000000,2,226,2313,226,147
34674500000000,3,35,433,35,12
34674500000000,4,61,638,55,29
34674500000000,5,865,9623,581,148
34674500000000,6,389,3662,249,53
34674500000000,7,2955,29208,2457,927
34674500000000,9,59,1218,66,15
34739700000000,1,3,49,3,2
34739700000000,2,28,342,19,7
34739700000000,3,7,57,5,0
34739700000000,4,14,144,21,9
34739700000000,5,81,1066,93,13
34739700000000,6,58,555,55,6
34739700000000,7,209,2383,167,27
34739700000000,9,4,186,3,0
34752800000000,0,21,484,17,3
34752800000000,1,8,101,6,0
34752800000000,2,146,1744,117,92
34752800000000,3,19,208,9,2
34752800000000,4,61,736,62,39
34752800000000,5,312,3769,264,93
34752800000000,6,190,2237,149,37
34752800000000,7,164,2400,123,76
34752800000000,9,33,775,44,26
34765100000000,0,49,559,23,4
34765100000000,1,49,301,18,1
34765100000000,2,263,2569,223,99
34765100000000,3,48,482,34,5
34765100000000,4,32,323,19,6
34765100000000,5,964,11922,634,104
34765100000000,6,523,4705,234,26
34765100000000,7,748,9549,559,106
34765100000000,9,52,1010,39,4
35103600000000,4,1,2,1,0
35103600000000,5,17,89,7,0
35103600000000,7,6,21,4,0
35675400000000,1,5,17,4,0
35675400000000,2,13,40,10,6
35675400000000,3,1,8,1,0
35675400000000,4,9,42,11,7
35675400000000,5,488,2033,435,145
35675400000000,6,6,22,2,1
35675400000000,7,246,899,198,95
35675400000000,9,0,8,5,3
35752600000000,2,4,22,1,1
35752600000000,5,46,745,40,38
35752600000000,7,30,346,20,19
35752600000000,9,3,27,1,1
36675900000000,0,1,117,2,0
36675900000000,1,3,41,3,0
36675900000000,2,1,115,3,0
36675900000000,3,3,67,3,0
36675900000000,5,181,5360,126,0
36675900000000,6,72,2036,52,0
36675900000000,7,62,1017,33,0
36676100000000,1,9,87,9,0
36676100000000,2,4,47,4,3
36676100000000,3,7,71,4,4
36676100000000,4,8,54,7,2
36676100000000,5,240,3068,157,26
36676100000000,6,79,842,39,8
36676100000000,7,146,1544,103,20
36676100000000,9,10,210,8,0
36676400000000,0,10,108,6,1
36676400000000,1,2,21,6,2
36676400000000,2,5,34,1,0
36676400000000,3,1,11,3,0
36676400000000,5,57,844,64,13
36676400000000,6,5,28,3,0
36676400000000,7,118,1496,161,54
36676400000000,9,1,60,5,2
36676500000000,0,17,195,30,8
36676500000000,1,28,109,16,3
36676500000000,2,337,1416,263,204
36676500000000,3,40,156,22,8
36676500000000,4,142,642,122,89
36676500000000,5,3935,17998,3217,1312
36676500000000,6,601,2672,476,214
36676500000000,7,1302,6104,1063,554
36676500000000,9,76,420,77,35
36676800000000,1,3,37,6,3
36676800000000,2,266,3485,258,189
36676800000000,3,7,70,12,8
36676800000000,4,118,1349,127,77
36676800000000,5,1465,17427,1260,418
36676800000000,6,126,1057,91,33
36676800000000,7,715,6748,608,316
36676800000000,9,33,528,48,28
36676900000000,1,4,83,5,2
36676900000000,2,25,487,24,8
36676900000000,3,9,102,10,1
36676900000000,4,13,353,15,9
36676900000000,5,1327,20694,1173,300
36676900000000,6,85,1672,71,17
36676900000000,7,128,2081,112,23
36676900000000,9,2,217,3,1
36677100000000,1,11,62,10,3
36677100000000,2,38,454,38,20
36677100000000,3,9,112,9,3
36677100000000,4,50,461,39,23
36677100000000,5,2890,34628,2302,738
36677100000000,6,273,2474,247,62
36677100000000,7,183,1955,149,62
36677100000000,9,7,224,9,1
36677400000000,4,0,18,1,0
36677400000000,5,12,222,15,5
36677400000000,6,3,50,7,3
36677400000000,7,16,385,35,11
36677400000000,9,1,46,3,0
36677800000000,1,5,54,6,2
36677800000000,2,6,98,10,7
36677800000000,3,3,74,7,0
36677800000000,4,15,107,7,3
36677800000000,5,175,2491,159,26
36677800000000,6,41,589,44,9
36677800000000,7,373,5023,332,77
36677800000000,9,25,460,20,2
36678000000000,1,6,139,11,0
36678000000000,2,0,6,2,1
36678000000000,5,25,215,12,1
36678000000000,6,1,20,3,0
36678000000000,7,37,460,29,5
36678300000000,1,2,35,2,1
36678300000000,2,5,35,4,2
36678300000000,4,2,14,3,1
36678300000000,5,440,1906,257,37
36678300000000,6,36,296,32,11
36678300000000,7,186,1135,140,18
36678300000000,9,22,152,13,6
36678400000000,0,0,74,1,0
36678400000000,1,9,99,13,6
36678400000000,2,149,1739,145,112
36678400000000,3,13,106,11,5
36678400000000,4,63,581,49,25
36678400000000,5,825,9618,759,266
36678400000000,6,138,1455,109,40
36678400000000,7,751,6936,587,322
36678400000000,9,37,771,42,19
36678500000000,1,10,76,10,0
36678500000000,2,18,252,23,11
36678500000000,3,17,122,7,0
36678500000000,4,15,134,11,5
36678500000000,5,1610,21378,1343,278
36678500000000,6,331,3279,243,35
36678500000000,7,135,1162,84,27
36678500000000,9,4,162,8,2
36678700000000,1,3,20,2,0
36678700000000,2,4,25,1,0
36678700000000,5,93,1212,79,22
36678700000000,6,7,52,5,3
36678700000000,7,285,2534,225,88
36678800000000,0,58,720,13,2
36678800000000,1,24,297,10,4
36678800000000,2,80,846,67,31
36678800000000,3,15,258,13,0
36678800000000,4,20,230,14,9
36678800000000,5,2932,39263,2217,405
36678800000000,6,606,7629,441,56
36678800000000,7,428,4285,300,65
36678800000000,9,15,574,12,0
36678900000000,5,4,87,2,0
36678900000000,6,0,13,3,0
36678900000000,7,11,164,7,0
36679300000000,0,15,130,18,0
36679300000000,1,11,85,18,6
36679300000000,2,61,267,37,19
36679300000000,3,25,105,17,2
36679300000000,4,25,118,21,12
36679300000000,5,1458,8243,1147,258
36679300000000,6,550,2915,333,59
36679300000000,7,527,2638,424,72
36679300000000,9,41,280,53,6
36679600000000,1,5,62,5,1
36679600000000,2,9,113,12,9
36679600000000,3,1,23,3,0
36679600000000,4,5,66,5,2
36679600000000,5,257,3563,237,46
36679600000000,6,17,139,11,1
36679600000000,7,458,5638,415,131
36679600000000,9,4,57,7,2
36738600000000,5,5,150,11,0
36738600000000,7,1,35,1,0
36738900000000,1,3,42,4,0
36738900000000,2,0,29,1,0
36738900000000,3,2,54,1,0
36738900000000,4,3,47,1,0
36738900000000,5,31,705,40,0
36738900000000,6,14,285,18,0
36738900000000,7,49,1068,59,0
36738900000000,9,1,160,3,0
36739600000000,0,2,156,5,0
36739600000000,1,3,55,3,1
36739600000000,2,23,176,15,6
36739600000000,3,2,26,4,1
36739600000000,4,4,40,3,0
36739600000000,5,262,3125,195,33
36739600000000,6,34,530,18,1
36739600000000,7,373,3928,286,56
36739600000000,9,0,35,2,1
36750400000000,0,6,332,9,4
36750400000000,1,11,112,10,2
36750400000000,2,32,294,20,14
36750400000000,3,11,99,5,3
36750400000000,4,11,104,8,3
36750400000000,5,1185,13954,1137,529
36750400000000,6,179,1838,144,72
36750400000000,7,633,6469,528,255
36750400000000,9,10,246,24,13
36750500000000,2,1,87,2,1
36750500000000,4,0,27,3,0
36750500000000,5,38,748,18,7
36750500000000,6,3,73,1,0
36750500000000,7,45,1573,43,7
36750500000000,9,1,98,2,0
36750700000000,0,0,25,3,0
36750700000000,2,62,603,42,29
36750700000000,3,6,45,2,1
36750700000000,4,21,204,21,12
36750700000000,5,435,6135,413,88
36750700000000,6,88,1023,73,15
36750700000000,7,337,3549,279,105
36750700000000,9,19,273,27,10
36750800000000,1,9,70,2,1
36750800000000,2,37,315,27,16
36750800000000,3,11,81,7,1
36750800000000,4,4,99,7,3
36750800000000,5,444,5960,382,104
36750800000000,6,132,1509,120,32
36750800000000,7,580,6400,448,148
36750800000000,9,10,244,11,4
37103700000000,1,8,26,6,0
37103700000000,2,27,358,11,1
37103700000000,3,6,21,2,1
37103700000000,4,6,39,2,0
37103700000000,5,764,2228,249,3
37103700000000,6,120,312,24,2
37103700000000,7,142,1008,60,9
37103700000000,9,30,159,12,1
37679800000000,2,1,54,1,1
37679800000000,5,38,1068,22,20
37679800000000,6,1,73,2,2
37679800000000,7,15,1135,5,4
37680300000000,1,1,10,1,1
37680300000000,2,4,81,9,6
37680300000000,4,4,55,7,7
37680300000000,5,42,561,43,38
37680300000000,6,5,46,5,4
37680300000000,7,217,2290,214,164
37680300000000,9,3,115,7,5
37680500000000,0,0,3,4,0
37680500000000,1,9,35,3,0
37680500000000,2,17,67,5,1
37680500000000,3,9,12,4,0
37680500000000,4,0,15,1,0
37680500000000,5,262,679,77,1
37680500000000,6,66,157,25,0
37680500000000,7,82,1039,63,1
37680500000000,9,5,115,5,1
37681100000000,0,0,24,3,0
37681100000000,1,10,55,5,3
37681100000000,2,95,308,86,62
37681100000000,3,11,69,10,4
37681100000000,4,59,261,46,21
37681100000000,5,1360,8582,1127,323
37681100000000,6,58,434,52,10
37681100000000,7,727,4814,706,331
37681100000000,9,11,201,23,5
37681200000000,1,7,29,5,2
37681200000000,2,7,31,4,2
37681200000000,3,1,10,3,0
37681200000000,4,5,35,12,5
37681200000000,5,401,1542,287,75
37681200000000,6,18,50,7,2
37681200000000,7,234,987,196,89
37681200000000,9,22,54,25,7
37681300000000,0,34,218,53,25
37681300000000,1,61,168,24,9
37681300000000,2,100,353,54,46
37681300000000,3,51,155,25,14
37681300000000,4,90,332,81,48
37681300000000,5,1990,7774,1307,631
37681300000000,6,427,1583,267,159
37681300000000,7,3156,10870,2292,1162
37681300000000,9,351,1512,251,120
37681600000000,0,0,10,1,0
37681600000000,1,11,89,3,0
37681600000000,2,7,93,6,1
37681600000000,3,2,11,2,0
37681600000000,4,1,38,3,1
37681600000000,5,165,1116,85,7
37681600000000,6,40,163,22,2
37681600000000,7,156,2550,142,29
37681700000000,1,5,23,2,0
37681700000000,5,7,42,10,4
37681700000000,7,25,104,25,13
37681900000000,1,2,128,2,2
37681900000000,2,3,79,4,0
37681900000000,5,83,1430,26,5
37681900000000,6,4,129,5,1
37681900000000,7,76,3428,57,30
37681900000000,9,8,211,3,0
37682100000000,0,11,35,5,0
37682100000000,1,12,124,7,0
37682100000000,2,5,164,10,0
37682100000000,4,3,107,2,0
37682100000000,5,145,3482,108,16
37682100000000,6,20,783,11,1
37682100000000,7,134,1809,113,23
37682100000000,9,2,300,3,0
37683000000000,0,10,38,5,3
37683000000000,1,19,161,10,4
37683000000000,2,446,6682,472,399
37683000000000,3,20,186,16,9
37683000000000,4,195,2305,202,135
37683000000000,5,490,6785,469,221
37683000000000,6,104,1021,72,32
37683000000000,7,1915,22028,1778,1163
37683000000000,9,80,1858,110,64
37683400000000,0,103,531,71,57
37683400000000,1,30,373,26,8
37683400000000,2,862,10965,793,500
37683400000000,3,65,822,60,24
37683400000000,4,666,7012,609,329
37683400000000,5,4096,60616,3464,1235
37683400000000,6,1042,13261,796,299
37683400000000,7,2381,30271,1954,1231
37683400000000,9,238,6419,262,165
37683500000000,1,4,45,11,6
37683500000000,2,296,1865,289,251
37683500000000,3,4,26,5,3
37683500000000,4,13,121,12,11
37683500000000,5,280,1730,257,137
37683500000000,6,25,141,21,8
37683500000000,7,1468,8878,1391,1095
37683500000000,9,21,115,9,9
37684000000000,1,2,83,1,0
37684000000000,2,3,213,7,0
37684000000000,3,2,71,2,0
37684000000000,4,6,410,6,0
37684000000000,5,36,6885,43,0
37684000000000,6,22,510,15,0
37684000000000,7,149,2544,131,0
37684100000000,1,29,176,20,7
37684100000000,2,148,696,99,76
37684100000000,3,54,214,35,15
37684100000000,4,626,3460,643,451
37684100000000,5,5953,30568,4746,1819
37684100000000,6,298,1323,164,62
37684100000000,7,669,3198,448,227
37684100000000,9,184,1271,220,124
37684400000000,2,0,5,1,0
37684400000000,5,7,251,5,0
37684400000000,6,1,11,5,0
37684400000000,7,8,95,11,0
37684500000000,0,8,13,2,0
37684500000000,1,20,114,15,3
37684500000000,2,111,625,50,21
37684500000000,3,48,272,20,7
37684500000000,4,43,327,30,15
37684500000000,5,1949,15473,1105,224
37684500000000,6,425,1032,146,11
37684500000000,7,814,6961,618,313
37684500000000,9,147,825,91,27
37735500000000,0,2,81,2,2
37735500000000,1,8,67,5,2
37735500000000,2,47,761,48,41
37735500000000,3,9,50,4,3
37735500000000,4,10,151,17,14
37735500000000,5,208,2844,181,89
37735500000000,6,22,213,12,5
37735500000000,7,446,6362,483,342
37735500000000,9,13,427,28,19
37735700000000,0,3,125,4,1
37735700000000,1,10,120,3,1
37735700000000,2,36,455,25,16
37735700000000,3,58,486,33,4
37735700000000,4,74,656,57,25
37735700000000,5,840,11461,736,185
37735700000000,6,117,1301,116,37
37735700000000,7,393,6132,361,156
37735700000000,9,7,479,16,8
37737900000000,1,9,80,6,2
37737900000000,2,58,950,55,43
37737900000000,3,5,118,7,4
37737900000000,4,50,524,30,21
37737900000000,5,653,8994,606,236
37737900000000,6,50,517,34,11
37737900000000,7,482,8075,473,309
37737900000000,9,19,330,12,8
37754200000000,1,18,132,7,7
37754200000000,5,4,73,8,8
37754200000000,7,4,59,2,2
37754200000000,9,0,12,1,1
37756100000000,1,28,427,22,4
37756100000000,2,4,38,3,3
37756100000000,3,1,12,1,1
37756100000000,4,3,39,4,3
37756100000000,5,148,1904,123,47
37756100000000,6,2,23,3,3
37756100000000,7,174,1624,142,80
37756100000000,9,1,87,1,1
37764700000000,1,0,14,3,3
37764700000000,2,8,104,10,10
37764700000000,3,2,16,1,1
37764700000000,4,25,163,17,17
37764700000000,5,129,1226,112,111
37764700000000,6,16,127,12,12
37764700000000,7,71,616,92,89
37764700000000,9,0,2,1,1
38103900000000,3,2,17,1,0
38103900000000,5,84,227,2,0
38103900000000,7,21,76,1,0
38684800000000,0,201,5654,123,81
38684800000000,1,22,255,5,2
38684800000000,2,2058,19739,1966,1295
38684800000000,3,43,908,31,7
38684800000000,4,270,2619,237,115
38684800000000,5,873,14752,736,331
38684800000000,6,404,5405,325,80
38684800000000,7,371,6166,342,227
38684800000000,9,42,1472,42,29
38767000000000,0,2,14,3,0
38767000000000,2,4,14,4,0
38767000000000,3,0,2,1,0
38767000000000,4,0,4,3,0
38767000000000,5,11,41,7,0
38767000000000,6,10,34,6,0
38767000000000,7,18,40,4,0
39104000000000,0,1,11,2,0
39104000000000,1,9,46,4,0
39104000000000,2,55,152,22,0
39104000000000,4,17,78,10,1
39104000000000,5,497,1792,212,20
39104000000000,6,136,482,55,1
39104000000000,7,149,761,87,8
39104000000000,9,30,100,5,0
39685000000000,1,0,10,2,0
39685000000000,2,4,49,6,3
39685000000000,3,0,8,2,1
39685000000000,5,104,1305,83,14
39685000000000,6,5,15,1,0
39685000000000,7,116,1350,109,45
39685000000000,9,2,50,1,1
39685700000000,1,4,69,4,1
39685700000000,2,70,911,70,51
39685700000000,3,4,114,13,3
39685700000000,4,44,414,46,24
39685700000000,5,257,3745,226,58
39685700000000,6,81,1086,59,12
39685700000000,7,223,2619,218,97
39685700000000,9,11,174,7,4
39685800000000,1,2,26,2,2
39685800000000,2,5,50,7,4
39685800000000,4,3,24,4,2
39685800000000,5,88,1225,73,22
39685800000000,6,4,19,1,0
39685800000000,7,103,945,86,36
39685800000000,9,1,27,5,2
39685900000000,0,25,422,10,5
39685900000000,1,35,318,25,5
39685900000000,2,558,6828,439,218
39685900000000,3,45,436,24,6
39685900000000,4,253,2755,256,120
39685900000000,5,1661,24437,1462,342
39685900000000,6,311,4086,258,53
39685900000000,7,1237,13290,1055,337
39685900000000,9,21,885,25,8
39686300000000,0,14,127,5,2
39686300000000,1,6,42,2,0
39686300000000,2,12,151,9,1
39686300000000,3,6,41,2,0
39686300000000,4,12,84,7,1
39686300000000,5,114,792,77,12
39686300000000,6,37,426,40,8
39686300000000,7,133,1437,128,3
39686300000000,9,0,17,5,4
39686500000000,1,4,19,1,1
39686500000000,2,7,84,7,3
39686500000000,3,4,19,1,0
39686500000000,4,2,38,3,2
39686500000000,5,62,1063,73,24
39686500000000,6,3,51,3,2
39686500000000,7,147,1890,141,49
39686500000000,9,2,74,3,2
39686800000000,0,1,20,2,0
39686800000000,1,103,1103,64,4
39686800000000,2,304,3858,234,30
39686800000000,3,8,223,11,0
39686800000000,4,160,1788,117,39
39686800000000,5,1419,23719,1101,74
39686800000000,6,294,4396,207,25
39686800000000,7,201,2877,150,8
39686800000000,9,8,451,18,8
39755000000000,0,6,9,3,0
39755000000000,1,8,79,10,6
39755000000000,2,186,1792,180,112
39755000000000,3,32,181,15,3
39755000000000,4,131,912,103,45
39755000000000,5,594,8178,603,187
39755000000000,6,135,1251,118,41
39755000000000,7,558,4378,463,189
39755000000000,9,11,625,43,16
40104100000000,1,4,14,7,0
40104100000000,4,1,2,2,0
40104100000000,5,133,325,137,0
40104100000000,6,6,19,6,0
40104100000000,7,98,267,79,0
40104100000000,9,8,27,10,0
40687000000000,0,0,3,1,0
40687000000000,1,10,62,7,0
40687000000000,4,6,47,7,4
40687000000000,5,98,1227,85,16
40687000000000,6,7,61,5,4
40687000000000,7,269,3191,255,110
40687000000000,9,5,131,13,3
40687600000000,1,5,48,3,0
40687600000000,2,12,174,17,8
40687600000000,4,11,116,10,5
40687600000000,5,312,4383,276,86
40687600000000,6,14,96,8,2
40687600000000,7,503,5482,431,190
40687600000000,9,13,248,11,6
40688100000000,0,1,63,2,1
40688100000000,1,4,34,1,0
40688100000000,2,23,276,30,26
40688100000000,4,11,154,9,5
40688100000000,5,105,1966,107,31
40688100000000,6,8,89,6,4
40688100000000,7,431,4639,345,229
40688100000000,9,24,304,18,9
40688300000000,5,15,534,8,1
40688300000000,6,0,9,1,0
40688300000000,7,7,453,3,0
40688400000000,0,1,27,3,2
40688400000000,1,2,17,2,1
40688400000000,2,3,28,3,3
40688400000000,5,25,482,37,15
40688400000000,7,170,1698,152,77
40688400000000,9,2,89,5,2
40754600000000,0,0,63,1,0
40754600000000,1,4,38,4,0
40754600000000,2,11,76,2,1
40754600000000,3,4,22,1,0
40754600000000,4,6,32,4,2
40754600000000,5,230,3168,177,34
40754600000000,6,12,114,12,3
40754600000000,7,291,2988,268,96
40754600000000,9,8,100,6,2
40754700000000,3,1,5,1,0
40754700000000,5,29,411,40,13
40754700000000,7,29,311,27,13
41104100000000,2,2,35,1,0
41104100000000,3,3,15,2,0
41104100000000,4,5,51,1,0
41104100000000,5,42,220,15,0
41104100000000,6,7,29,2,0
41104100000000,7,15,82,3,0
41688900000000,2,11,58,4,3
41688900000000,4,1,50,5,3
41688900000000,5,99,1657,93,29
41688900000000,6,2,13,2,1
41688900000000,7,118,1433,116,73
41688900000000,9,4,74,7,4
41689200000000,1,2,22,1,0
41689200000000,2,162,1705,183,129
41689200000000,3,20,192,17,1
41689200000000,4,377,3596,336,148
41689200000000,5,368,3604,267,49
41689200000000,6,44,360,30,7
41689200000000,7,234,1560,183,60
41689200000000,9,89,825,81,28
41689400000000,5,11,216,18,7
41689400000000,7,12,117,5,1
41690500000000,1,4,8,2,0
41690500000000,2,493,1837,444,348
41690500000000,3,59,212,38,10
41690500000000,4,117,435,132,73
41690500000000,5,630,2405,498,168
41690500000000,6,29,105,22,8
41690500000000,7,587,2455,623,383
41690500000000,9,190,784,156,99
41690600000000,0,0,16,3,0
41690600000000,1,7,44,7,4
41690600000000,2,161,561,120,103
41690600000000,3,92,287,42,11
41690600000000,4,42,131,34,22
41690600000000,5,1087,4311,919,399
41690600000000,6,107,316,64,17
41690600000000,7,882,3355,704,549
41690600000000,9,16,226,91,72
41690700000000,2,77,912,85,50
41690700000000,3,16,183,15,2
41690700000000,4,135,1336,218,102
41690700000000,5,281,4360,285,76
41690700000000,6,19,162,15,4
41690700000000,7,68,682,48,21
41690700000000,9,127,1613,38,20
41765900000000,0,0,2,1,1
41765900000000,1,0,2,1,1
41765900000000,2,5,18,3,3
41765900000000,3,2,9,3,3
41765900000000,4,1,3,2,2
41765900000000,5,29,193,45,45
41765900000000,6,3,14,4,4
41765900000000,7,30,132,34,34
42104200000000,4,0,3,1,0
42104200000000,5,129,427,25,1
42104200000000,7,21,112,6,0
42104200000000,9,3,8,2,0
42691100000000,1,0,12,2,0
42691100000000,5,16,204,12,0
42691100000000,6,3,21,2,0
42691100000000,7,28,523,36,0
42691500000000,2,5,43,3,1
42691500000000,5,148,1669,106,38
